id,image_path,ocr_text,caption
lich-su-va-dia-ly-8_page_1.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_1.jpg,"HÀ BÍCH LIÊN (Chủ biên phần Lịch sử)
LÊ PHUNG HOÀNG – NHỮ THI PHƯƠNG LAN
TRẦN VIẾT NGAC – TRẦN VĂN NHÂN
NGUYỄN VĂN PHƯƠNG – HỒ THANH TÂM
NGUYỄN KIM HỒNG (Tổng Chủ biên phần Địa lí)
PHAN VĂN PHÚ (Chủ biên phần Địa lí)
TRẦN NGỌC ĐIỆP – TA ĐỨC HIẾU
HOÀNG THỊ KIỀU OANH – HUỲNH PHẨM DŨNG PHÁT
PHẠM ĐỖ VĂN TRUNG

LỊCH SỬ
VÀ
ĐỊA LÍ 8

NHÀ XUẤT BẢN GIÁO DỤC VIỆT NAM","Trang bìa sách ""Lịch Sử và Địa Lí 8"" của Nhà Xuất bản Giáo dục Việt Nam. Trong hình ảnh, có một cây cầu sắt dài qua dòng sông, với một số thuyền nhỏ đang di chuyển trên dòng nước. Cây cầu được phản chiếu rõ nét trên mặt nước. Trong góc trên bên trái, có logo của ""Chân trời sáng tạo"". Trong góc dưới bên trái, có logo của Nhà Xuất bản Giáo dục Việt Nam."
lich-su-va-dia-ly-8_page_10.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_10.jpg,"Đến năm 1760, thực dân Anh đã có 13 thuộc địa tại Bắc Mỹ với số dân hơn 1,5 triệu người. Nền kinh tế tư bản phát triển ở tất cả 13 thuộc địa.
Thực dân Anh ban hành nhiều đạo luật hà khắc như: đạo luật đường, đạo luật thuế tem, cấm khai hoang về phía tây,... Những đạo luật này đã xâm phạm đến quyền tự do và cân trở sự phát triển kinh tế, làm cho quan hệ giữa chính quốc và thuộc địa ngày càng trở nên căng thẳng. Người dân thuộc địa đã nổi dậy chống lại vua Anh.
Trong lúc phong trào chống các đạo luật và thuế của nhân dân thuộc địa đang diễn ra quyết liệt, chính phủ Anh lại cho phép công ty Đông Ấn độc quyền buôn bán trà (chè) ở Mỹ làm ảnh hưởng nghiêm trọng đến lợi nhuận của các nhà buôn bán thuộc địa.
Đêm 16 - 12 - 1773, tại cảng Bô-xtron (Boston), một nhóm người hoá trang thành người da đỏ đột nhập lên tàu Anh, đổ các kiện trà xuống biển. Nghị viện Anh lập tức ra lệnh đóng cửa cảng và ban hành thêm các đạo luật ngăn cản sự phát triển của kinh tế thuộc địa. Sự kiện này đã châm ngòi cho cuộc chiến bùng nổ.
12 - 1773
Sự kiện trà Bô-xtron.
4 - 1775
Chiến tranh bắt đầu.
4 - 1776
Tuyên ngôn Độc lập được thông qua; Hợp chúng quốc Mỹ được thành lập.
9 - 1783
Hiệp định Pa-ri được kí kết. Anh công nhận nền độc lập của 13 thuộc địa.
10 - 1781
Quân đội Anh đầu hàng.
1.5 Sơ đồ những sự kiện chính của cuộc Chiến tranh giành độc lập của 13 thuộc địa Anh ở Bắc Mỹ
1.6 Đại biểu 13 thuộc địa thông qua bản Tuyên ngôn Độc lập (tranv vẽ, đầu thế kỉ XIX, bản gốc hiện trưng bày tại toà nhà Quốc hội Mỹ)","--- Hình 1 ---
Hình 1: Sơ đồ những sự kiện chính của cuộc Chiến tranh giành độc lập của 13 thuộc địa Anh ở Bắc Mỹ

--- Hình 2 ---
Hình 2: Đại biểu 13 thuộc địa thông qua bản Tuyên ngôn Độc lập (tranv vẽ, đầu thế kỉ XIX, bản gốc hiện trưng bày tại toà nhà Quốc hội Mỹ)

--- Hình 3 ---
Hình 3: Sơ đồ lịch sử của cuộc Chiến tranh giành độc lập của 13 thuộc địa Anh ở Bắc Mỹ"
lich-su-va-dia-ly-8_page_100.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_100.jpg,"BlogTailieu.com
Sách chia sẻ tại blogtailieu.com/day-va-hoc
TRUNG QUỐC
HA NOI
THAI LAN
LAO
CAM-PU-CHIA
CHÚ GIẢI
Phân tầng độ cao (m)
Phân tầng độ sâu (m)
Điểm độ cao
San hô
Sông
Hồ
CC. Cánh cung
Đ. Đảo
ĐB. Đồng bằng
QĐ. Quần đảo
N. Núi
S. Sông
D. Dãy núi
Đây lầy
Biên giới quốc gia
Hình 2.2. Bản đồ địa hình Việt Nam
101","Hình 2.2: Bản đồ địa hình Việt Nam. Hình ảnh này cho thấy các vùng lãnh thổ của Việt Nam, bao gồm các tỉnh và thành phố chính. Có các màu sắc khác nhau để biểu thị các loại địa hình như núi, đồng bằng, biển, sông, hồ. Chú thích bên dưới bản đồ giải thích các ký hiệu được sử dụng trên bản đồ."
lich-su-va-dia-ly-8_page_101.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_101.jpg,"b) Địa hình được nâng lên tạo thành nhiều bậc

Địa hình nước ta được hình thành qua các giai đoạn khác nhau. Đến thời kì Tân kiến tạo được nâng lên và phân thành các bậc địa hình kế tiếp nhau: núi cao, núi trung bình, núi thấp, đồi, đồng bằng ven biển, thềm lục địa. Địa hình nước ta có độ cao giảm dần từ nội địa ra biển.

Em có biết?

Phan-xi-păng (Fansipan), trong tiếng bản địa có tên gọi khác Hùa Xi Pan, nghĩa là phiến đá khổng lồ chênh vênh. Năm 2019, Cục Đo đạc – Bản đồ và Thông tin địa lí Việt Nam đã công bố độ cao mới của đỉnh Phan-xi-păng là 3 147,3 m (cao hơn 4,3 m so với số liệu năm 1909). Đây là ngọn núi cao nhất của cả ba nước Đông Dương nên được mệnh danh là ""nóc nhà Đông Dương"".

c) Địa hình mang tính chất nhiệt đới ẩm gió mùa

Điều kiện khí hậu nhiệt đới ẩm gió mùa đã đẩy nhanh tốc độ phong hoá; lượng mưa lớn và tập trung theo mùa làm cho quá trình xâm thực, xói mòn diễn ra mạnh mẽ, địa hình bị cắt xẻ. Các vật liệu phong hoá ở vùng đồi núi sẽ theo các tác nhân ngoại lực vận chuyển xuống bồi tụ ở vùng đồng bằng và thung lũng. Nước mưa hoà tan đá vôi tạo ra dạng địa hình đặc trưng là cac-xtơ (karst), cùng với sự khoét sâu của các mạch nước ngầm tạo ra các hang động rộng lớn.

d) Địa hình chịu tác động của con người

Địa hình nước ta ngày càng chịu tác động mạnh mẽ của con người, tạo nên nhiều dạng địa hình nhân tạo như đô thị, hầm mỏ, hồ chứa nước, đê, đập...

102","Hình 2.3. Lát cắt địa hình từ Sa Pa đến Thanh Hoá

Hình 2.4. Đỉnh Phan-xi-păng"
lich-su-va-dia-ly-8_page_102.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_102.jpg,"2. Đặc điểm của các khu vực địa hình
a) Địa hình đồi núi

Dựa vào hình 2.2 và thông tin trong bài, em hãy trình bày đặc điểm của các khu vực địa hình đồi núi.

Địa hình đồi núi ở nước ta có sự phân hoá đa dạng thành các khu vực:
Khu vực Đông Bắc: Nằm ở tả ngạn sông Hồng, chủ yếu là đồi núi thấp, có 4 dãy núi hình cánh cung (Sông Gâm, Ngân Sơn, Bắc Sơn, Đông Triều) chụm lại ở Tam Đảo. Ngoài ra, khu vực Đông Bắc còn có địa hình cac-xơ (cao nguyên đá Đồng Văn; hệ thống đảo đá vôi trong vịnh Hạ Long).

Khu vực Tây Bắc: Từ hữu ngạn sông Hồng đến sông Cả, địa hình cao nhất nước ta, với các dãy núi lớn có hướng tây bắc – đông nam như Hoàng Liên Sơn, Pu Đèn Đinh, Pu Sam Sao. Trong khu vực còn có các dãy núi thấp, các sơn nguyên và cao nguyên đá vôi; các cánh đồng thung lũng,...

Khu vực Trường Sơn Bắc: từ phía nam sông Cả đến dãy Bạch Mã, là vùng núi thấp, hướng tây bắc – đông nam, gồm nhiều dãy núi song song, so le nhau, sườn phía đông hẹp và dốc hơn so với sườn phía tây.

Khu vực Trường Sơn Nam: từ phía nam dãy Bạch Mã đến Đông Nam Bộ, gồm các khối núi Kon Tum, khối núi cực Nam Trung Bộ, nghiêng về phía đông và nhiều cao nguyên xếp tầng.

Ngoài ra còn dạng địa hình chuyển tiếp giữa miền núi và đồng bằng: ở Bắc Bộ có vùng đồi trung du, ở Đông Nam Bộ là dạng địa hình bán bình nguyên.

b) Địa hình đồng bằng

Dựa vào hình 2.2 và thông tin trong bài, em hãy:
- Xác định vị trí các khu vực địa hình đồng bằng.
- Trình bày đặc điểm của các khu vực địa hình đồng bằng.

Địa hình đồng bằng ở nước ta được chia thành hai loại là đồng bằng châu thổ và đồng bằng ven biển.
- Đồng bằng châu thổ: điển hình nhất là đồng bằng sông Hồng và đồng bằng sông Cửu Long.","--- Hình 1 ---
Hình 1: Tranh vẽ hai nhân vật đang trò chuyện với nhau. Họ đều mặc áo màu xanh lá cây và quần màu trắng. Tranh vẽ có màu sắc tươi sáng, tạo cảm giác thân thiện và vui vẻ.

--- Hình 2 ---
Hình 2: Tranh vẽ một bản đồ địa hình với các dãy núi và sông. Tranh có màu xanh dương và nâu, thể hiện rõ các đặc điểm địa hình đồi núi và đồng bằng. Tranh có các ký hiệu như dãy núi, sông, và các vùng đất khác nhau."
lich-su-va-dia-ly-8_page_103.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_103.jpg,"Đồng bằng sông Hồng: rộng khoảng 15 000 km², do phù sa sông Hồng và sông Thái Bình bồi đắp. Ở phía bắc của đồng bằng còn nhiều đồi, núi sót và ở phía nam có nhiều ô trũng. Đồng bằng sông Hồng có hệ thống đê ven sông ngăn lũ nên chỉ có khu vực ngoài đê được bồi đắp phù sa hằng năm, trong khi khu vực trong đê không được bồi đắp.

Đồng bằng sông Cửu Long: có diện tích khoảng 40 000 km², do phù sa của hệ thống sông Mé Công bồi đắp. Đồng bằng sông Cửu Long có hệ thống kênh rạch chằng chịt và chịu ảnh hưởng sâu sắc của chế độ thuỷ triều. Ngoài ra, đồng bằng còn có một số vùng trũng lớn như Đồng Tháp Mười, tứ giác Long Xuyên và đầm lầy như vùng U Minh,...

- Đồng bằng ven biển miền Trung: có tổng diện tích khoảng 15 000 km², được hình thành từ phù sa sông hoặc kết hợp giữa phù sa sông và biển. Dải đồng bằng này kéo dài từ Thanh Hoá đến Bình Thuận với nhiều đồng bằng nhỏ, hẹp. Một số đồng bằng có diện tích lớn như đồng bằng Thanh Hoá, Nghệ An, Quảng Nam, Tuy Hoà.

c) Địa hình bờ biển và thềm lục địa

Dựa vào hình 2.2, hình 2.5 và thông tin trong bài, em hãy trình bày đặc điểm địa hình bờ biển và thềm lục địa của nước ta.

Địa hình bờ biển ở nước ta khá đa dạng: các đồng bằng châu thổ, các bãi triều; một số nơi đồi núi lan ra sát biển làm cho đường bờ biển khúc khuỷu với các mũi đá, bán đảo, vũng, vịnh sâu,...Ven biển Trung Bộ còn xuất hiện kiểu địa hình cồn cát, đầm, phá. Nước ta còn nổi tiếng với nhiều phong cảnh và bãi biển đẹp (Nha Trang, Vũng Tàu, Sầm Sơn,...). Thềm lục địa của nước ta mở rộng ở khu vực vịnh Bắc Bộ, vùng biển phía nam và tây nam; ở miền Trung sâu và thu hẹp hơn.

Hình 2.5. Bãi biển Lăng Cô (Thừa Thiên Huế)

104","(Nội dung mô tả tại đây)
Hình 2.2: Đặc điểm địa hình bờ biển và thềm lục địa của nước ta.
Hình 2.5: Bãi biển Lăng Cô (Thừa Thiên Huế)"
lich-su-va-dia-ly-8_page_104.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_104.jpg,"Luyện tập – Vận dụng

Luyện tập

1. Hãy hoàn thành thông tin về các khu vực địa hình đồi núi theo bảng gợi ý dưới đây:

| Khu vực | Phạm vi | Đặc điểm hình thái |
|--------|---------|------------------|
| Tây Bắc |        |                  |
| Đông Bắc |       |                  |
| Trường Sơn Bắc |      |                  |
| Trường Sơn Nam |     |                  |

2. So sánh đặc điểm địa hình của đồng bằng sông Hồng và đồng bằng sông Cửu Long.

Vận dụng

3. Hãy thực hiện một trong hai nhiệm vụ sau:

Nhiệm vụ 1. Viết một báo cáo ngắn để mô tả những đặc điểm chủ yếu của địa hình nơi em sinh sống.

Nhiệm vụ 2. Thu thập thông tin và hình ảnh về tác động của con người đã làm thay đổi địa hình ở địa phương em.","Trang này chứa một bài tập về địa hình đồi núi, yêu cầu học sinh hoàn thành thông tin về các khu vực địa hình. Bảng gồm ba cột: Khu vực, Phạm vi, Đặc điểm hình thái. Trong đó, các khu vực được đề cập bao gồm Tây Bắc, Đông Bắc, Trường Sơn Bắc và Trường Sơn Nam. Bài tập cũng yêu cầu so sánh đặc điểm địa hình giữa đồng bằng sông Hồng và đồng bằng sông Cửu Long. Cuối cùng, bài tập yêu cầu học sinh thực hiện một trong hai nhiệm vụ: viết báo cáo về địa hình nơi họ sinh sống hoặc thu thập thông tin về tác động của con người đến địa hình địa phương."
lich-su-va-dia-ly-8_page_105.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_105.jpg,"Bài 3 ẢNH HƯỞNG CỦA ĐỊA HÌNH ĐỐI VỚI SỰ PHÂN HOÁ TỰ NHIÊN VÀ KHAI THÁC KINH TẾ

Mục tiêu bài học:
Tim được ví dụ chứng minh ảnh hưởng của sự phân hoá địa hình đối với sự phân hoá lãnh thổ tự nhiên và khai thác kinh tế.

Sự phân hoá đa dạng của địa hình có ảnh hưởng đến sự hình thành các điều kiện tự nhiên cũng như quá trình khai thác kinh tế ở nước ta. Hãy nêu một số ví dụ về ảnh hưởng của địa hình đến tự nhiên và các hoạt động kinh tế.

1. Ảnh hưởng của địa hình đối với sự phân hoá lãnh thổ tự nhiên

a) Đối với khí hậu và sinh vật
Địa hình nước ta chủ yếu là đồi núi thấp. Trên phạm vi cả nước, địa hình dưới 1000 m chiếm 85% diện tích, làm cho tính chất nhiệt đới ẩm gió mùa của thiên nhiên được bảo toàn trên phần lớn lãnh thổ nước ta. Ở những khu vực địa hình cao, khí hậu và sinh vật có sự phân hoá rõ nét. Có thể phân chia thành 3 vòng đai tự nhiên theo độ cao như sau:

- Đai nhiệt đới gió mùa: ở độ cao dưới 600 – 700 m (miền Bắc) hoặc dưới 900 – 1000 m (miền Nam); mùa hạ nóng, sinh vật tiêu biểu là hệ sinh thái rừng nhiệt đới ẩm lá rộng thường xanh và rừng nhiệt đới gió mùa.

- Đai cận nhiệt đới gió mùa trên núi: lên đến độ cao 2600 m, khí hậu mát mẻ, sinh vật gồm có rừng cận nhiệt lá rộng, rừng lá kim,...

- Đai ôn đới gió mùa trên núi: ở độ cao trên 2600 m (chỉ có ở miền Bắc); khí hậu có tính chất ôn đới, sinh vật là các loài thực vật ôn đới (đỗ quyên, lãnh sam, thiết sam,...).

Ở một số dãy núi, thiên nhiên có sự phân hoá giữa hai bên sườn, điển hình là dãy Trường Sơn Bắc và Trường Sơn Nam: ở sườn đón gió mưa nhiều, sinh vật phát triển; ngược lại, ở sườn khuất gió mưa ít, sinh vật nghèo nàn hơn.

b) Đối với sông ngòi và đất
- Đối với sông ngòi:
Hướng nghiêng của địa hình ảnh hưởng đến hướng chảy của sông ngòi: khu vực Tây Bắc, sông chảy theo hướng tây bắc – đông nam; trong khi ở khu vực Đông Bắc, sông chảy theo hướng vòng cung.

- Độ dốc ảnh hưởng đến tốc độ dòng chảy: ở vùng núi, sông thường chảy nhanh; ở vùng đồng bằng, sông chảy chậm và điệu hoà hơn.

106","- Hình ảnh minh họa cho bài học về ảnh hưởng của địa hình đối với sự phân hóa lãnh thổ tự nhiên và khai thác kinh tế.
- Ảnh minh họa cho bài học về ảnh hưởng của địa hình đối với khí hậu và sinh vật.
- Ảnh minh họa cho bài học về ảnh hưởng của địa hình đối với sông ngòi và đất."
lich-su-va-dia-ly-8_page_106.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_106.jpg,"- Đối với đất:
Địa hình ảnh hưởng đến sự hình thành các vành đai đất theo độ cao. Ở nước ta,
khu vực đồi núi chủ yếu là đất feralit, khu vực đồng bằng là đất phù sa. Càng lên cao, độ dày
tầng đất càng giảm dần. Hai bên sườn của địa hình cũng có sự khác nhau về ranh giới
bắt đầu và kết thúc của các vành đai đất.
2. Ảnh hưởng của địa hình đối với khai thác kinh tế
Dựa vào hình 3.1, hình 3.2 và thông tin trong bài, em hãy cho ví dụ về
ảnh hưởng của địa hình đồi núi hoặc địa hình đồng bằng và bờ biển
đối với khai thác kinh tế.
Hình 3.1. Vườn tiêu ở Bù Gia Mập (Bình Phước)
Hình 3.2. Bãi biển Nha Trang (Khánh Hòa)
a) Đối với địa hình đồi núi
Địa hình đồi núi thấp, bán bình nguyên và cao nguyên thuận lợi cho việc hình thành
các vùng chuyên canh cây công nghiệp, cây ăn quả, chăn nuôi gia súc lớn và lâm nghiệp.
Một số vùng núi có nhiều tiềm năng phát triển thủy điện, công nghiệp khai thác và
chế biến khoáng sản. Vùng núi còn có lợi thế phát triển du lịch với các phong cảnh đẹp
và khí hậu ôn hoà như Tam Đảo, Đà Lạt,...
Tuy nhiên, địa hình núi bị chia cắt mạnh cũng gây hạn chế trong việc xây dựng
cơ sở hạ tầng, phát triển giao thông vận tải và hay xảy ra thiên tai (lũ quét, sạt lở đất,...).
Vì vậy, trong quá trình khai thác cần chú ý vấn đề bảo vệ môi trường.
b) Đối với địa hình đồng bằng
Với địa hình bằng phẳng, đất phi nhiêu, đất đồng bằng là vùng sản xuất lương thực,
thực phẩm, cây ăn quả và thuỷ sản chủ yếu ở nước ta; thuận lợi cho cư trú và hình thành các
trung tâm kinh tế. Tuy nhiên, ở đồng bằng thường xảy ra bão, lụt, hạn hán,... ảnh hưởng
đến các hoạt động sản xuất và đời sống.
107","(Nội dung mô tả tại đây)
Hình 3.1: Vườn tiêu ở Bù Gia Mập (Bình Phước), với hàng cây tiêu được trồng chặt chẽ và chăm sóc kỹ lưỡng.
Hình 3.2: Bãi biển Nha Trang (Khánh Hòa), với bãi cát trắng trải dài, những tòa nhà cao tầng nằm ngay sát bờ biển và một số cây xanh rì rào dọc theo bờ biển."
lich-su-va-dia-ly-8_page_107.jpg,/kaggle/input/sgk-8-9/lichsu_diali_8/lich-su-va-dia-ly-8_page_107.jpg,"c) Đối với địa hình bờ biển
Địa hình bờ biển nước ta đa dạng với nhiều bãi cát dài ở ven biển miền Trung thuận lợi cho phát triển du lịch biển (bãi biển Lăng Cô, Mỹ Khê, Nha Trang,...); các vũng, vịnh ở khu vực Nam Trung Bộ thuận lợi cho việc nuôi trồng hải sản. Dọc bờ biển có nhiều địa điểm nước sâu thuận lợi cho xây dựng cảng biển, đặc biệt là cảng nước sâu, điển hình như Vũng Áng (Hà Tĩnh), Quy Nhơn (Bình Định), Vạn Phong (Khánh Hòa)... Tuy nhiên, một số đoạn bờ biển của nước ta đang gặp phải tình trạng mài mòn, sạt lở,... gây bất lợi cho các hoạt động kinh tế.

Em có biết?
Vịnh Vân Phong nằm ở phía bắc tỉnh Khánh Hoà, thuộc vùng Duyên hải Nam Trung Bộ. Đây là một trong những vịnh kín gió khi được bán đảo Hòn Gốm che chắn.

Xét về địa hình, Vân Phong có điều kiện thuận lợi để phát triển cảng nước sâu khi có độ sâu tự nhiên lớn (khoảng 60 km bờ biển có độ sâu từ 15 – 22 m), không bị bồi lắng và luống vào cảng ngắn với độ sâu trên 22 m.

Với vị trí nằm gần đường hàng hải quốc tế, nơi đây có điều kiện thuận lợi để xây dựng cảng trung chuyển quốc tế và phát triển kinh tế biển.

Luyện tập - Vận dụng
1. Vẽ sơ đồ thể hiện ảnh hưởng của địa hình đối với khí hậu và sinh vật hoặc đối với sông ngòi và đất của nước ta.
2. Lấy một số ví dụ cụ thể về ảnh hưởng của địa hình đối với sự phát triển một ngành kinh tế ở nước ta.

Vận dụng
3. Địa phương em có dạng địa hình nào? Hoạt động kinh tế chủ yếu ở đây là gì?","- Trong hình ảnh, có hai phần chính: một phần là văn bản chính và một phần là các câu hỏi luyện tập.
- Trong văn bản chính, đề cập đến địa hình bờ biển của Việt Nam, đặc biệt là Vân Phong và các điều kiện thuận lợi cho phát triển cảng biển.
- Trong phần câu hỏi luyện tập, yêu cầu vẽ sơ đồ ảnh hưởng của địa hình đối với khí hậu, sinh vật, sông ngòi và đất; cũng như đưa ra ví dụ cụ thể về ảnh hưởng của địa hình đối với sự phát triển một ngành kinh tế.
- Trong văn bản, có một hình minh họa với nhân vật ngồi và một câu hỏi ""Em có biết?"" liên quan đến Vân Phong."
